0.519229	0.682394	1.08153e-15
0.987789	0.765527	1.22142e-33
0.205677	0.813237	5.25148e-15
0.0701608	0.193179	1.20992
0.754652	0.435529	3.26972e-16
0.930657	0.552696	3.62346e-25
0.165704	0.99453	8.43237e-22
0.0631472	0.315802	0.0559484
0.67704	0.00533693	1.11104e-09
0.697783	0.643775	2.67594e-19
0.929518	0.402471	5.26023e-22
0.324964	0.665731	1.21056e-11
0.935096	0.154086	3.14046e-19
0.728401	0.239591	1.70744e-12
0.805049	0.45778	2.37694e-18
0.902833	0.921592	7.19693e-36
0.195396	0.0248085	1.43739
0.956428	0.68122	1.14659e-29
0.270832	0.878933	4.28637e-18
0.228682	0.453182	2.53967e-05
0.634483	0.752981	8.84144e-21
0.347112	0.912052	2.09181e-20
0.854026	0.609338	1.25783e-23
0.148888	0.367212	0.00389513
0.728617	0.866894	1.42331e-27
0.886795	0.367668	9.72799e-20
0.396776	0.61865	1.86465e-11
0.647402	0.887175	6.41975e-26
0.744484	0.545026	3.26612e-18
0.2567	0.353791	0.000709766
0.173477	0.624076	7.74943e-09
0.839693	0.723898	2.04243e-26
0.555117	0.859389	1.86681e-22
0.747785	0.027825	6.92924e-12
0.654396	0.426766	5.57372e-13
0.65116	0.0495121	5.48929e-09
0.14988	0.0287458	3.12075
0.131182	0.770499	5.43209e-13
0.776697	0.941093	4.66277e-32
0.951673	0.760975	5.73809e-32
0.706549	0.967671	6.70461e-31
0.646574	0.967288	4.02425e-29
0.212946	0.986234	7.84026e-22
0.635862	0.938537	1.23831e-27
0.992184	0.634212	7.74816e-30
0.200648	0.288034	0.0210981
0.986712	0.66639	1.64267e-30
0.0214217	0.0348137	9.19851
0.113477	0.204215	0.652819
0.243697	0.808785	3.20691e-15
0.248263	0.553301	1.03237e-07
0.329638	0.22616	0.00338672
0.0717648	0.151828	2.44121
0.767388	0.483519	1.36726e-17
0.505879	0.316548	1.84935e-07
0.227257	0.503185	2.40137e-06
0.0359541	0.280975	0.180974
0.348854	0.193442	0.00350569
0.177678	0.227271	0.155908
0.744864	0.922852	2.87559e-30
0.373325	0.464928	1.9045e-07
0.0457332	0.637351	1.3605e-08
0.96502	0.0873205	4.09549e-20
0.595864	0.689951	8.97801e-18
0.00908094	0.623303	3.64674e-08
0.847239	0.551793	6.32787e-22
0.982611	0.737834	1.63091e-32
0.782931	0.729071	1.40257e-24
0.498598	0.935534	3.94893e-24
0.518684	0.523968	1.57179e-11
0.336566	0.661889	1.06435e-11
0.36265	0.0592498	0.0116938
0.811361	0.53624	2.89021e-20
0.584108	0.102122	2.31666e-07
0.369134	0.0381155	0.0102236
0.607694	0.515544	1.61981e-13
0.744836	0.457011	2.61686e-16
0.981099	0.32494	6.39172e-23
0.272581	0.265846	0.00711081
0.0763312	0.897674	2.37325e-17
0.210187	0.609283	9.54141e-09
0.218529	0.812646	4.19512e-15
0.145941	0.832462	3.08579e-15
0.181448	0.594393	4.10387e-08
0.968024	0.575432	2.8944e-27
0.287158	0.26917	0.00432638
0.935023	0.923797	3.04914e-37
0.251181	0.594153	9.21103e-09
0.921611	0.513593	6.73564e-24
0.956661	0.602012	1.80657e-27
0.019634	0.988404	5.99241e-21
0.102572	0.921643	2.12074e-18
0.055976	0.788455	2.70869e-13
0.562051	0.391077	6.5951e-10
0.823491	0.412103	3.86061e-18
0.207636	0.738584	1.65305e-12
0.387972	0.649125	3.81633e-12
0.852051	0.416908	2.89089e-19
0.972519	0.12404	1.3436e-20
0.736816	0.670771	2.76017e-21
0.643741	0.351752	2.0636e-11
0.888337	0.273263	1.74784e-18
0.737042	0.459328	4.19252e-16
0.930074	0.753698	7.59716e-31
0.409598	0.106481	0.00129036
0.624123	0.628967	8.9362e-17
0.0467567	0.84065	4.04473e-15
0.807893	0.258144	2.39862e-15
